"","as.numeric.B_coefficient2."
"1",3.24912133097074
"2",4.32591568137074
"3",5.11167015065526
"4",5.04086800930109
"5",4.29788527121839
"6",3.65664385945591
"7",3.23955995231973
"8",4.33432457209201
"9",5.12877269374693
"10",5.03311653111103
"11",4.30121140222363
"12",3.64532224829909
"13",3.24735218010771
"14",4.32707566745025
"15",5.11393263362112
"16",5.03294993469952
"17",4.29327771377995
"18",3.64088178799025
"19",3.24947804552152
"20",4.31874748873727
"21",5.12046542394961
"22",5.04141450925678
"23",4.29555377415506
"24",3.64831504334861
"25",2.90600246188949
"26",4.31581660704748
"27",5.1743872232187
"28",5.1352158226027
"29",4.52091185522957
"30",3.75428965849182
"31",2.88860269709953
"32",4.33846945536178
"33",5.18188733213882
"34",5.12963279173238
"35",4.54811738545281
"36",3.74127283142284
"37",2.89284895102982
"38",4.33224492701982
"39",5.16638684389917
"40",5.15511892739197
"41",4.52681601456104
"42",3.75835644268706
"43",2.8934418215385
"44",4.31859531520038
"45",5.1755376209227
"46",5.12910096113433
"47",4.53593858227062
"48",3.7540698410688
"49",3.57691631826468
"50",4.53303061639756
"51",5.19449043150178
"52",5.06761360865851
"53",4.33221619251302
"54",3.2971424337565
"55",3.59457287046957
"56",4.51189898988475
"57",5.18437543151616
"58",5.05639816949832
"59",4.32341873818118
"60",3.29891578091137
"61",3.58936424488754
"62",4.52612833631245
"63",5.21346796608332
"64",5.04929068055719
"65",4.32428030407178
"66",3.30266121728759
"67",3.58177621913431
"68",4.52288757569882
"69",5.20308597464645
"70",5.04759068431996
"71",4.31857752612491
"72",3.29180102609318
