"","as.numeric.B_coefficient2."
"1",3.7060371177839
"2",4.94199165513767
"3",5.82957030440359
"4",5.7491058906358
"5",5.03282946724621
"6",4.27285608697036
"7",3.70802810788015
"8",4.93350057106859
"9",5.81886317668075
"10",5.74917029162454
"11",5.03037055523041
"12",4.27947144253497
"13",3.71653623708454
"14",4.92736686642169
"15",5.81842746019823
"16",5.76255279733252
"17",5.0257185483686
"18",4.27356558349417
"19",3.70404270556616
"20",4.9608203868215
"21",5.8074262399926
"22",5.7590487126284
"23",5.01642308397317
"24",4.28777893097362
"25",3.4459015935459
"26",4.95081841809377
"27",5.85570958313601
"28",5.81491952837184
"29",5.18359204221725
"30",4.3661850055459
"31",3.44877164380731
"32",4.94046702121093
"33",5.84615324859421
"34",5.81304831044495
"35",5.18457765608864
"36",4.35507208259673
"37",3.46151205224951
"38",4.94749346646542
"39",5.843335152633
"40",5.82355239464387
"41",5.18827944730445
"42",4.37182341809404
"43",3.44975172435833
"44",4.97087423580259
"45",5.82751086777504
"46",5.82684808405576
"47",5.17419812269635
"48",4.37454367614722
"49",3.986048857458
"50",5.07275174257127
"51",5.86519423248718
"52",5.75346552935213
"53",5.05024315257513
"54",4.03788203434217
"55",3.98479166283999
"56",5.07369715493211
"57",5.86107237577696
"58",5.77460581170029
"59",5.02121884468298
"60",4.04049767702419
"61",3.97618253657118
"62",5.08784241777624
"63",5.86017121598024
"64",5.78483815739499
"65",5.00823107514626
"66",4.05189487355152
"67",3.97644109660937
"68",5.09143656214425
"69",5.84755115144734
"70",5.76931235060835
"71",5.0493098055969
"72",4.03145354771945
