"","as.numeric.B_coefficient2."
"1",3.55109160078329
"2",4.8021072301426
"3",5.68003830230261
"4",5.59767149784517
"5",4.84167976654114
"6",4.19784947223766
"7",3.55782576478979
"8",4.79940349560727
"9",5.66266954605249
"10",5.61090233850187
"11",4.84478979714089
"12",4.19209955288639
"13",3.5586629847281
"14",4.81385522536412
"15",5.67317486221214
"16",5.60190443830657
"17",4.86953150472435
"18",4.15795204500956
"19",3.56669883456497
"20",4.81168703479069
"21",5.67873034482604
"22",5.58686375833844
"23",4.86128068540128
"24",4.18036672538597
"25",3.27560066857739
"26",4.81677985798541
"27",5.703292801215
"28",5.6784667956939
"29",5.03640709303744
"30",4.26631233055507
"31",3.26846569850441
"32",4.81869965604265
"33",5.70013153285067
"34",5.67605575269626
"35",5.03221010530987
"36",4.2832320307154
"37",3.28531637137267
"38",4.79354909183355
"39",5.72160453415062
"40",5.66295126011347
"41",5.03724337605701
"42",4.26580315638123
"43",3.27538880770448
"44",4.81154666095184
"45",5.70538648819765
"46",5.6683674203248
"47",5.05242365770039
"48",4.27042146949907
"49",3.84594774751734
"50",4.95140999087058
"51",5.72251922343592
"52",5.62650186114961
"53",4.85770331291017
"54",3.93761303191314
"55",3.84829419232675
"56",4.96813934141315
"57",5.72258644491396
"58",5.60874573773406
"59",4.86879914189882
"60",3.91113224771244
"61",3.83820867847834
"62",4.95311830585925
"63",5.71988736509461
"64",5.61879072052316
"65",4.85869734881716
"66",3.93104351087504
"67",3.84795550027625
"68",4.96161549409263
"69",5.71916375234886
"70",5.61054345068159
"71",4.87742357794879
"72",3.91322620494621
