"","as.numeric.B_coefficient2."
"1",3.35276236309165
"2",4.4583748622216
"3",5.32212093633861
"4",5.24116237624996
"5",4.47031932619119
"6",3.82038309641648
"7",3.36362225039161
"8",4.45343276936498
"9",5.3316981818364
"10",5.25159020700432
"11",4.46449926413543
"12",3.81376047946249
"13",3.3570510418193
"14",4.44773876152504
"15",5.33712028270226
"16",5.2493975381366
"17",4.46366539692969
"18",3.80337152129506
"19",3.35453803717069
"20",4.46000157689095
"21",5.33447421440632
"22",5.23646366483399
"23",4.46410787235331
"24",3.8075670302696
"25",3.03078195142148
"26",4.46592699468507
"27",5.37812151035748
"28",5.33238405406232
"29",4.65856645660069
"30",3.91984426853385
"31",3.02303288607172
"32",4.4525757027667
"33",5.3864597935991
"34",5.32052700131556
"35",4.67583034853889
"36",3.91822227583363
"37",3.02979602179779
"38",4.44989718283305
"39",5.38487535467466
"40",5.31428793017671
"41",4.68662857129709
"42",3.89548791909012
"43",3.01803120467447
"44",4.48085058396562
"45",5.37147880939394
"46",5.33242881097018
"47",4.66745484907045
"48",3.902995038226
"49",3.67247384496775
"50",4.65442931277538
"51",5.37206211343891
"52",5.26480350713522
"53",4.48220010305736
"54",3.49749601179938
"55",3.66922565490155
"56",4.63986465530347
"57",5.38309820793363
"58",5.25886817167905
"59",4.48261389336835
"60",3.49781372856674
"61",3.67301134340686
"62",4.65156624888852
"63",5.38502656387754
"64",5.24599479540741
"65",4.48902318405974
"66",3.49760037014603
"67",3.67210685033847
"68",4.63492264716406
"69",5.39452770983117
"70",5.25098232803958
"71",4.48000223029515
"72",3.48821056491112
