"","as.numeric.B_coefficient2."
"1",3.40145133465742
"2",4.66073063509999
"3",5.52842824644712
"4",5.41856680435567
"5",4.67851363387296
"6",4.01493526310951
"7",3.40310300138297
"8",4.66221953064205
"9",5.52425229946636
"10",5.42930167879673
"11",4.67147055819089
"12",4.02459108626509
"13",3.39078283086161
"14",4.67117559880586
"15",5.52262896890132
"16",5.40831854147113
"17",4.68228942513202
"18",4.01032008459253
"19",3.39431470772635
"20",4.67093445943701
"21",5.52159158345631
"22",5.42199552134736
"23",4.68511088836246
"24",4.02006652765483
"25",3.10798756868283
"26",4.66351645459082
"27",5.56275988705938
"28",5.48428364119586
"29",4.86834227626426
"30",4.11821312813451
"31",3.13346911504288
"32",4.65997549686732
"33",5.57060758061152
"34",5.49076871633426
"35",4.85066613653985
"36",4.11505631603626
"37",3.11089584459019
"38",4.68755648826391
"39",5.56444249212791
"40",5.5007696796343
"41",4.86868768370749
"42",4.10457945812556
"43",3.09802674124492
"44",4.68695835697151
"45",5.56460815774212
"46",5.49089503528567
"47",4.86449666349398
"48",4.11912365611681
"49",3.70486431139781
"50",4.81813773967025
"51",5.58780205178974
"52",5.42507935680614
"53",4.69832420032568
"54",3.74619384747846
"55",3.69589535020891
"56",4.81640810385057
"57",5.57960913124695
"58",5.44676853937829
"59",4.67773204247892
"60",3.75458765151081
"61",3.69146717987787
"62",4.82455313083385
"63",5.56584806978739
"64",5.44503768474299
"65",4.68165420719615
"66",3.76149419249773
"67",3.70643153799169
"68",4.81403366606223
"69",5.58111403854666
"70",5.44257928951776
"71",4.68862762811851
"72",3.74168154388425
