"","as.numeric.B_coefficient."
"1",3.66355583830477
"2",3.88667247674666
"3",3.85303490824366
"4",3.35601147913057
"5",3.56207398337949
"6",3.04566952025584
"7",3.61087001631292
"8",3.96675729774801
"9",3.81781570230369
"10",3.41413293265237
"11",3.63933008678119
"12",3.02730265745132
"13",3.68250272314326
"14",3.88227378204735
"15",3.86689121713098
"16",3.36109451842701
"17",3.64818415781994
"18",3.03418978367146
"19",3.65184575721524
"20",3.92012649307588
"21",3.8538128619706
"22",3.37931854524293
"23",3.59219369421165
"24",3.01367415492632
"25",3.33831100855117
"26",3.91727932046916
"27",3.88724800481148
"28",3.58033844321875
"29",3.66593963475268
"30",3.18650942407327
"31",3.34816339009103
"32",3.92028133651053
"33",3.89394155317681
"34",3.5835071695132
"35",3.6795807756065
"36",3.15451362633684
"37",3.31721550929697
"38",3.91005820559711
"39",3.89215777524698
"40",3.60443911195963
"41",3.73223095167774
"42",3.13918536408158
"43",3.33091141193323
"44",3.92525911020956
"45",3.86308794526415
"46",3.59123902209488
"47",3.66015603330732
"48",3.20183394865488
"49",3.87297216253972
"50",4.09387046488334
"51",3.88503973756131
"52",3.5118106462713
"53",3.50421692798806
"54",2.70657470410337
"55",3.85814661758477
"56",4.07808134075729
"57",3.88060714243082
"58",3.54631197310774
"59",3.49691375325711
"60",2.68951261710886
"61",3.89532663620036
"62",4.06658681992928
"63",3.86099161295956
"64",3.51487187014369
"65",3.52965055427321
"66",2.66860370251277
"67",3.85222190141291
"68",4.1463328143402
"69",3.87322664934314
"70",3.54954578255378
"71",3.45383803204728
"72",2.72876233886637
