"","as.numeric.B_coefficient2."
"1",3.56995231462082
"2",4.72052790430924
"3",5.49421808917106
"4",5.3550891778462
"5",4.60989220975889
"6",4.01892603571947
"7",3.57105339036901
"8",4.69232032953144
"9",5.5002384492939
"10",5.34427822226311
"11",4.60811621414114
"12",4.01694875990183
"13",3.58031508559415
"14",4.71279010102481
"15",5.50059683760973
"16",5.34591378567657
"17",4.61248673596374
"18",4.01442560557512
"19",3.5711299342085
"20",4.69852907865072
"21",5.49154531373672
"22",5.34995736284113
"23",4.61193775420313
"24",4.00828768368876
"25",3.27773584129193
"26",4.71725072375595
"27",5.53790062505459
"28",5.41704965134288
"29",4.79328824738855
"30",4.10080319538706
"31",3.27822312465437
"32",4.72847946329149
"33",5.53220600023858
"34",5.42144379054566
"35",4.79463320044227
"36",4.1008847914514
"37",3.29151316412
"38",4.72113360308775
"39",5.5350236600601
"40",5.42127649754477
"41",4.78972842353037
"42",4.1075202000397
"43",3.29530751223657
"44",4.72569363100096
"45",5.53246067128877
"46",5.42662817727022
"47",4.79481452226329
"48",4.09149067771549
"49",3.8645224676036
"50",4.85232048494653
"51",5.54894484871606
"52",5.36234663820724
"53",4.60502915041013
"54",3.75671378576334
"55",3.86732874885996
"56",4.84863945255789
"57",5.55640409735178
"58",5.35228566883449
"59",4.64358020791536
"60",3.73171959795045
"61",3.86668503957122
"62",4.85944737505002
"63",5.55020609243691
"64",5.37318992935658
"65",4.6199000175076
"66",3.75143518386764
"67",3.86986530497748
"68",4.85319133452887
"69",5.5372231287099
"70",5.36998149111822
"71",4.61923299568684
"72",3.75160748442733
