"","as.numeric.B_coefficient2."
"1",2.6892196966558
"2",3.27566669615743
"3",3.60816217400737
"4",3.40118679476678
"5",3.03605155784847
"6",2.95751510419677
"7",2.70391538026599
"8",3.23501882864696
"9",3.61089453889004
"10",3.37495567578416
"11",3.04075773174778
"12",2.96586315312767
"13",2.69342052798778
"14",3.23456364993724
"15",3.61373309619444
"16",3.39739192152109
"17",3.03848253958134
"18",2.95652379634313
"19",2.7049001812764
"20",3.23070636726555
"21",3.61566742377791
"22",3.42023307134261
"23",3.01458306047762
"24",2.96234313518631
"25",2.27876222013999
"26",3.23161399033146
"27",3.72966899744634
"28",3.54893240084354
"29",3.30555973272801
"30",3.05844726833224
"31",2.28750128330309
"32",3.23219524642418
"33",3.70242971572403
"34",3.56384976697889
"35",3.29545893345973
"36",3.06873031189925
"37",2.29198807246169
"38",3.21623627752701
"39",3.73022388620337
"40",3.56433882584534
"41",3.2889597035366
"42",3.06872150325925
"43",2.30881804813514
"44",3.2259964591838
"45",3.7060592426088
"46",3.57298532412742
"47",3.28563742182398
"48",3.05567944904392
"49",3.03456553101839
"50",3.47875244689214
"51",3.73818375477
"52",3.46232725159703
"53",2.97431747027104
"54",2.56657015917448
"55",3.02926723935106
"56",3.47218775776241
"57",3.72253470772747
"58",3.45750564980499
"59",3.02064743386324
"60",2.55604431276468
"61",3.03507918907699
"62",3.47309239036093
"63",3.74430193771494
"64",3.45330554417013
"65",3.02172502275556
"66",2.57494972140593
"67",3.03400619822386
"68",3.48566491330644
"69",3.73343158788531
"70",3.43753090877678
"71",3.03013327965437
"72",2.53900239589498
