"","as.numeric.B_coefficient2."
"1",3.00121655821432
"2",4.08748599946796
"3",4.93299984825577
"4",4.81143965218047
"5",4.0237592622591
"6",3.42048859001657
"7",3.00139712382201
"8",4.08105455814916
"9",4.92611168413132
"10",4.80973829653297
"11",4.03092393619607
"12",3.40758888820102
"13",3.01117184969418
"14",4.06757511201345
"15",4.93325756707325
"16",4.81145184213166
"17",4.00444384225679
"18",3.41647049648114
"19",3.02139457169307
"20",4.05771880421152
"21",4.92198530370742
"22",4.83325471639219
"23",4.01856944830126
"24",3.39800339527644
"25",2.6564314464851
"26",4.06774761226501
"27",4.99624336176473
"28",4.91127211307885
"29",4.25920181234409
"30",3.50890745037416
"31",2.66023405878229
"32",4.0812449583207
"33",4.99266968237432
"34",4.90230313121423
"35",4.26246623211837
"36",3.51514428831821
"37",2.63299419966765
"38",4.08432317256755
"39",4.98677881979471
"40",4.92461927928282
"41",4.24928608975441
"42",3.51146227002613
"43",2.65173593519932
"44",4.06814579555282
"45",4.99599006737661
"46",4.89343186744308
"47",4.26527864530066
"48",3.51074065412037
"49",3.33415220315064
"50",4.27083967125982
"51",5.01120137866112
"52",4.82880149384019
"53",4.02750852138006
"54",3.07237252896891
"55",3.33461958961878
"56",4.26533102469092
"57",5.01612819158117
"58",4.83668557983786
"59",4.03976815134257
"60",3.04809143914986
"61",3.33359784466457
"62",4.28575400405597
"63",5.00158252170501
"64",4.83904794253737
"65",4.02255517956188
"66",3.06140995784842
"67",3.33126722868139
"68",4.28993968115964
"69",4.98843762389199
"70",4.82765052054683
"71",4.04451302178432
"72",3.0546173118951
