"","as.numeric.B_coefficient2."
"1",3.27996167371106
"2",4.37505083889774
"3",5.21180578751735
"4",5.09221565632492
"5",4.28302766488446
"6",3.65357122256749
"7",3.27527464097691
"8",4.38176581314416
"9",5.20681293840538
"10",5.10176827651489
"11",4.28061280822055
"12",3.65207710851597
"13",3.29025455009663
"14",4.3660000412096
"15",5.2144569175093
"16",5.10487954104311
"17",4.26212885503087
"18",3.65596511749203
"19",3.30493503389051
"20",4.34836579442102
"21",5.2204012376294
"22",5.09507659172053
"23",4.29028188240451
"24",3.65026246028318
"25",2.93167394679553
"26",4.35740343767535
"27",5.28107082555804
"28",5.18012238143731
"29",4.52426610664059
"30",3.76207396510326
"31",2.93537388660697
"32",4.35745990921497
"33",5.27506997761012
"34",5.19034504903779
"35",4.50415345859119
"36",3.76568908521534
"37",2.92430009589967
"38",4.37356845680628
"39",5.25781567939101
"40",5.20329386539171
"41",4.51359906011078
"42",3.76746247977077
"43",2.93812587411407
"44",4.36372361127677
"45",5.26428530396985
"46",5.19448449337801
"47",4.5225476026367
"48",3.75387893226023
"49",3.64389067382494
"50",4.56467842890308
"51",5.28546714066296
"52",5.11945113286896
"53",4.31749399223748
"54",3.2999560233502
"55",3.62488475222976
"56",4.58110307068982
"57",5.26784738243792
"58",5.14064083387829
"59",4.28401579541796
"60",3.30246739303326
"61",3.63373066930576
"62",4.56967996615711
"63",5.28300115035059
"64",5.11753882384337
"65",4.29827527362224
"66",3.30783991525637
"67",3.63332018124104
"68",4.57796619721392
"69",5.27213219965506
"70",5.1334234884786
"71",4.28989528569526
"72",3.29747412969005
