"","as.numeric.B_coefficient2."
"1",2.88786807957731
"2",3.64150517454909
"3",4.2004113921898
"4",4.05815521594764
"5",3.47786531436822
"6",3.18708774130675
"7",2.89234485446007
"8",3.63164465334826
"9",4.21172284901609
"10",4.0614924277542
"11",3.46045879539837
"12",3.19574633844177
"13",2.88781089866336
"14",3.62416430157221
"15",4.20524050033372
"16",4.04893375374406
"17",3.48735586708942
"18",3.19315995279456
"19",2.87129455675462
"20",3.61694007816119
"21",4.20465101474872
"22",4.07824176117639
"23",3.47488782727283
"24",3.19831639642432
"25",2.55488835563622
"26",3.63129071437618
"27",4.2722867826035
"28",4.16524049235269
"29",3.70560888865589
"30",3.28165015489372
"31",2.55477003326042
"32",3.64054283287016
"33",4.27189171398552
"34",4.17534593603295
"35",3.69599068373953
"36",3.29044127205334
"37",2.55579539295705
"38",3.61400723461983
"39",4.29178738967562
"40",4.15328088927184
"41",3.72109703235125
"42",3.28090622026771
"43",2.56001442771484
"44",3.60846129455883
"45",4.28917650999238
"46",4.16023669716237
"47",3.70016439535174
"48",3.28867120287794
"49",3.16477425246103
"50",3.8242783343583
"51",4.28162386737171
"52",4.09717137670951
"53",3.50726202451692
"54",2.86837448629721
"55",3.1713671115141
"56",3.80870072358546
"57",4.30045032128743
"58",4.07612144444912
"59",3.4877482032726
"60",2.88493655797934
"61",3.17215136326356
"62",3.80362551084624
"63",4.30821441410216
"64",4.08724543119149
"65",3.50136457787094
"66",2.87915805712287
"67",3.17273962206523
"68",3.80180195125475
"69",4.29747888086014
"70",4.09109400652298
"71",3.49723601461539
"72",2.87250454206872
