"","as.numeric.B_coefficient."
"1",2.81539773867475
"2",3.08862803835867
"3",3.43461973077974
"4",3.62669440402947
"5",3.38342441425193
"6",2.56338316551269
"7",2.75081931764668
"8",3.05330742770352
"9",3.40144691306421
"10",3.65732468061125
"11",3.38158134481286
"12",2.60359625056111
"13",2.78887672888524
"14",3.03521799222263
"15",3.46033535660583
"16",3.57379665287613
"17",3.40797334722296
"18",2.54048420902129
"19",2.75498426335406
"20",3.02670575795774
"21",3.43441699767037
"22",3.57567511262285
"23",3.34716363294126
"24",2.62749338434897
"25",2.36858657664424
"26",3.09566610833554
"27",3.5130014077246
"28",3.87748277673197
"29",3.43365352422122
"30",2.87019463411004
"31",2.32220056053137
"32",3.0936547316088
"33",3.51771471101702
"34",3.82040312405003
"35",3.48760040974044
"36",2.84016042610283
"37",2.29978204689601
"38",3.12769254533571
"39",3.54588367965987
"40",3.77261719773437
"41",3.50449769005667
"42",2.79298440321767
"43",2.29292485641684
"44",3.06707341313904
"45",3.51391787447764
"46",3.8565298678053
"47",3.48118732590542
"48",2.85011971528668
"49",2.90261068891533
"50",3.42516012225162
"51",3.56631946465939
"52",3.69027371882005
"53",3.24476059428989
"54",2.11616519349933
"55",2.88763962635912
"56",3.39976715766727
"57",3.55146723321456
"58",3.71854805829775
"59",3.25459129316406
"60",2.08745208668524
"61",2.94137646528444
"62",3.38676869145655
"63",3.58064199141978
"64",3.65655250233763
"65",3.20028224232973
"66",2.18106072829098
"67",2.96641633341367
"68",3.35592411835688
"69",3.58432936783607
"70",3.62294726431522
"71",3.35820251521206
"72",2.11957165886947
