"","as.numeric.B_coefficient2."
"1",3.23077701343834
"2",4.52140855309459
"3",5.36360142000215
"4",5.21411148055626
"5",4.4363047445304
"6",3.76546976159333
"7",3.235800553929
"8",4.51615472701581
"9",5.3653955696627
"10",5.21320321955596
"11",4.44412183654584
"12",3.76751397667444
"13",3.23248554751349
"14",4.52869926061933
"15",5.35997854482992
"16",5.21240090695049
"17",4.4325449298346
"18",3.77252917605706
"19",3.23200795997331
"20",4.52698849720437
"21",5.36005366210995
"22",5.21872889741127
"23",4.43222649459041
"24",3.76387590868548
"25",2.92642599339131
"26",4.53065946392648
"27",5.40951897237545
"28",5.29630298095998
"29",4.64579652048941
"30",3.86041212766611
"31",2.92804765912323
"32",4.51418823177279
"33",5.40214026341622
"34",5.30600923373897
"35",4.6289150545981
"36",3.8777108031409
"37",2.91335506215983
"38",4.52006324816297
"39",5.41254769973408
"40",5.29427787751708
"41",4.6355686738255
"42",3.86929663575618
"43",2.90686901503225
"44",4.52130014060903
"45",5.42100924163339
"46",5.28208282796426
"47",4.63465339844424
"48",3.867649399371
"49",3.53136922198774
"50",4.6868756138976
"51",5.4181873973024
"52",5.22082599691197
"53",4.472603839362
"54",3.45539603083213
"55",3.53440538520434
"56",4.67977790238659
"57",5.42931607542774
"58",5.22920716397048
"59",4.45082976771635
"60",3.47872198538397
"61",3.53895320894436
"62",4.67948852238575
"63",5.41757395150101
"64",5.23177150981714
"65",4.44087579005967
"66",3.46951453057276
"67",3.53773837079464
"68",4.67438826856235
"69",5.4292299633746
"70",5.22122366590168
"71",4.45880465157195
"72",3.47329978830339
