"","as.numeric.B_coefficient."
"1",2.82457018613184
"2",3.52930341792674
"3",4.2770895458962
"4",4.44327067230723
"5",3.8537553713663
"6",3.37003953431472
"7",2.76207010028476
"8",3.59800508515254
"9",4.28700671190975
"10",4.39884387755307
"11",3.90284776049575
"12",3.34403659010567
"13",2.82748981743119
"14",3.54284191102147
"15",4.2981291948504
"16",4.40658321795058
"17",3.86952482751275
"18",3.35127677891717
"19",2.77742536908993
"20",3.55309115925933
"21",4.27184283655844
"22",4.4239507847564
"23",3.88263574337925
"24",3.35486573480383
"25",2.27491534775197
"26",3.53535667243265
"27",4.35525030652992
"28",4.52243111300107
"29",4.13611516679574
"30",3.40613986134251
"31",2.20612076030883
"32",3.61812759421076
"33",4.33253843553284
"34",4.51898932632216
"35",4.08581029852253
"36",3.42337566777712
"37",2.23475610284537
"38",3.61678802616914
"39",4.35282541898388
"40",4.51597963011038
"41",4.12625188269818
"42",3.41308715986254
"43",2.26351610715997
"44",3.62080680975503
"45",4.31136016518457
"46",4.54421775176823
"47",4.14708716885757
"48",3.39470901008011
"49",3.06138455905107
"50",3.72766393743378
"51",4.3996208223168
"52",4.36350047277476
"53",3.9859792861755
"54",2.90689421293432
"55",2.98686860255136
"56",3.82984134215107
"57",4.33683136196531
"58",4.45897879554023
"59",3.93973975326575
"60",2.91385076506239
"61",3.00341498876142
"62",3.80492604137057
"63",4.36382581705051
"64",4.41921909243116
"65",3.9123156289716
"66",2.9419604339479
"67",3.01689874401858
"68",3.81025743943351
"69",4.35633666981985
"70",4.41989492654731
"71",3.89690341428122
"72",2.94823857813312
