"","as.numeric.B_coefficient2."
"1",2.78613316467145
"2",3.5028655735741
"3",4.05359762420896
"4",3.87326357330141
"5",3.3005374595643
"6",3.00886574542201
"7",2.79890426165482
"8",3.4851664737118
"9",4.07049738538811
"10",3.89022924827253
"11",3.27186462695002
"12",3.01557468006153
"13",2.79808031018029
"14",3.50350307439104
"15",4.05842885995068
"16",3.88664107351798
"17",3.28333679682696
"18",3.00740030480665
"19",2.80529133182644
"20",3.48089719480256
"21",4.07136744624947
"22",3.88636401394864
"23",3.28019463246846
"24",3.0198702452959
"25",2.36509134930335
"26",3.4927705085945
"27",4.15353334232305
"28",4.03497716263685
"29",3.58929756350316
"30",3.12001221239204
"31",2.35945116488419
"32",3.50368596824695
"33",4.15305600270814
"34",4.04720775444097
"35",3.57383539382714
"36",3.12774541963787
"37",2.37007424309333
"38",3.49059870151337
"39",4.1548302162176
"40",4.023957152048
"41",3.58105733895117
"42",3.11910752552524
"43",2.36765603529281
"44",3.48906587923427
"45",4.15551800459284
"46",4.03433225343746
"47",3.59173637790802
"48",3.11931067543503
"49",3.17184244912319
"50",3.74952763727604
"51",4.17285734393151
"52",3.93273280219504
"53",3.26784708287855
"54",2.57443676748983
"55",3.17350459079919
"56",3.75750062688555
"57",4.17091733915797
"58",3.94276583113061
"59",3.26055200834966
"60",2.57459384899092
"61",3.15926699948822
"62",3.76999595483499
"63",4.17088207141502
"64",3.9246432230895
"65",3.29636340121349
"66",2.57214078746844
"67",3.17398892510723
"68",3.74809309209531
"69",4.19118488189847
"70",3.89803946395274
"71",3.27939322203144
"72",2.57801245237536
