"","as.numeric.B_coefficient2."
"1",3.31871366318148
"2",3.55196356606281
"3",3.45195026883021
"4",3.27026978190778
"5",3.21615325124482
"6",3.5105244140198
"7",3.31208925190888
"8",3.55464362048543
"9",3.46483057845713
"10",3.24881043023662
"11",3.2304669068995
"12",3.49256058874874
"13",3.33325120972748
"14",3.54491980151875
"15",3.45988421396713
"16",3.2658294811531
"17",3.23368234325193
"18",3.49109223534737
"19",3.31357302859239
"20",3.52907307529426
"21",3.47665896236845
"22",3.2569614302409
"23",3.23574996536392
"24",3.48469723097304
"25",3.03308134151442
"26",3.49603206909635
"27",3.57450823648769
"28",3.38795948394201
"29",3.42377794299238
"30",3.57683529884315
"31",3.03096337870064
"32",3.51518016906616
"33",3.56556659401809
"34",3.38902097176451
"35",3.41723173655969
"36",3.56816358738498
"37",3.02110103649281
"38",3.52443383854447
"39",3.57631047201156
"40",3.38969941214568
"41",3.41953719595215
"42",3.57571039139922
"43",3.03541714316254
"44",3.52867632222106
"45",3.56685329019792
"46",3.37832749444192
"47",3.42122044156485
"48",3.58468438063767
"49",3.62409173047996
"50",3.69429328512009
"51",3.58578238045126
"52",3.31164374346376
"53",3.21615677854114
"54",3.19396638438042
"55",3.63743598527091
"56",3.68774101615454
"57",3.57242513471821
"58",3.3243796388195
"59",3.20213399077468
"60",3.19929935602206
"61",3.61818340326628
"62",3.68813113725363
"63",3.5768428916262
"64",3.32159540691039
"65",3.21663392689069
"66",3.19160535957632
"67",3.61941293603051
"68",3.7020741896764
"69",3.58463703158619
"70",3.32232205235837
"71",3.21738951256323
"72",3.20594297591141
