"","as.numeric.B_coefficient2."
"1",3.20421025216212
"2",4.12249502874574
"3",4.8176705732327
"4",4.70190491718592
"5",3.95212761519339
"6",3.52353901222464
"7",3.21479184523768
"8",4.09555332103306
"9",4.82996692883431
"10",4.69755585826617
"11",3.933359688528
"12",3.535971602408
"13",3.18826569726653
"14",4.11229173310675
"15",4.81212553556554
"16",4.69679858677806
"17",3.9613770099301
"18",3.53016389731942
"19",3.19749813093651
"20",4.09412381900671
"21",4.81462160184499
"22",4.70219956891261
"23",3.95838232697422
"24",3.53194364469844
"25",2.88845443144657
"26",4.10212738285453
"27",4.86994070193167
"28",4.77174264058204
"29",4.16766114763055
"30",3.61839602741841
"31",2.89090447655453
"32",4.0958942316873
"33",4.88538228521067
"34",4.76810651831434
"35",4.17829731164633
"36",3.61775994889199
"37",2.89420901549742
"38",4.09796652638208
"39",4.89370503972251
"40",4.76643879614328
"41",4.16354915406829
"42",3.61775634160431
"43",2.88378086541391
"44",4.09782283057123
"45",4.89254484962477
"46",4.77267529294233
"47",4.17150550011228
"48",3.61490810777186
"49",3.49683938231624
"50",4.29445438340804
"51",4.8835718434353
"52",4.72304336869707
"53",3.960067015883
"54",3.22937704155746
"55",3.50574287076989
"56",4.28826462889643
"57",4.87959599053288
"58",4.71439249082743
"59",3.96802488163917
"60",3.21779641694545
"61",3.50715267885834
"62",4.28140356675022
"63",4.90395165997689
"64",4.71562576261344
"65",3.95872798058305
"66",3.22692675931056
"67",3.51022678806773
"68",4.27797655463322
"69",4.88742048403129
"70",4.71561848600324
"71",3.95173363284731
"72",3.19979487393375
