"","as.numeric.B_coefficient2."
"1",2.9051370014691
"2",3.42615509299418
"3",3.66841643110828
"4",3.5009987769953
"5",3.18556988665351
"6",3.11810826453617
"7",2.90693460543433
"8",3.42040973511226
"9",3.62554986932523
"10",3.50935403343013
"11",3.16213851769186
"12",3.12115756075275
"13",2.88729391708238
"14",3.42316491102103
"15",3.67115359730303
"16",3.49379395634567
"17",3.16084284980357
"18",3.11792348811293
"19",2.899274556533
"20",3.43977957515095
"21",3.62699371016766
"22",3.48727112258448
"23",3.17972692259835
"24",3.12315036293201
"25",2.58580244314215
"26",3.42542888532426
"27",3.73577970314005
"28",3.63833366599725
"29",3.39446082819523
"30",3.20382190656036
"31",2.58652171336346
"32",3.39417071808194
"33",3.75137142883266
"34",3.63102132853387
"35",3.38749938246492
"36",3.20343146317383
"37",2.57156060336619
"38",3.40928122648342
"39",3.7534925024468
"40",3.62060532800067
"41",3.39050134130115
"42",3.20581247671684
"43",2.58600315421382
"44",3.38692219812821
"45",3.75451063035792
"46",3.62525482357597
"47",3.39425320227074
"48",3.20834898542787
"49",3.17148668122232
"50",3.59496287194385
"51",3.76116030533932
"52",3.53786319610244
"53",3.17030019545348
"54",2.80577017981053
"55",3.18180332996647
"56",3.6042271580822
"57",3.75279721325978
"58",3.54121652559257
"59",3.18337044400077
"60",2.79711804704761
"61",3.17665797708314
"62",3.58076351603996
"63",3.76528548657681
"64",3.5439313607453
"65",3.16232774865316
"66",2.78980884099927
"67",3.17080936970819
"68",3.59891223131251
"69",3.74990798748197
"70",3.54598406251783
"71",3.17367552476079
"72",2.80461640435511
