"","as.numeric.B_coefficient2."
"1",2.88876489983179
"2",3.83019652305739
"3",4.64858688671177
"4",4.538598727199
"5",3.83059573165554
"6",3.35684538971555
"7",2.88501338073523
"8",3.84739684804276
"9",4.62895964447631
"10",4.54194847280863
"11",3.84479541214448
"12",3.35551562554405
"13",2.89196348246589
"14",3.82057749253404
"15",4.64812940192712
"16",4.54637032614768
"17",3.83504020378881
"18",3.34797062499851
"19",2.88312992706161
"20",3.84670303355769
"21",4.63495456080685
"22",4.5442779244878
"23",3.83136855063393
"24",3.36347904295388
"25",2.54935049707672
"26",3.83653160742522
"27",4.70003718840659
"28",4.64016593462434
"29",4.04045258199528
"30",3.4367216568832
"31",2.57154887922453
"32",3.83102542032837
"33",4.70976027021207
"34",4.623560171093
"35",4.04500018595127
"36",3.44564340615333
"37",2.5443003812791
"38",3.83687402491526
"39",4.70046106083211
"40",4.62519915261536
"41",4.03618655005855
"42",3.44855401873823
"43",2.57058879340416
"44",3.83543848481979
"45",4.70459082543584
"46",4.62459871440214
"47",4.04819872176417
"48",3.43953631833228
"49",3.16357187130163
"50",4.02616352030337
"51",4.72040262801626
"52",4.56402761324033
"53",3.84626612559829
"54",3.03936102169167
"55",3.1623697511448
"56",4.03278546477714
"57",4.72604176461759
"58",4.54659003804581
"59",3.85512060646421
"60",3.04674421036925
"61",3.15258121093273
"62",4.03092099088561
"63",4.71876022575817
"64",4.56270102071367
"65",3.84323368606268
"66",3.04640516132915
"67",3.16511730414011
"68",4.02235214159297
"69",4.71334933314305
"70",4.57049082960018
"71",3.83997439159555
"72",3.07078289126731
