"","as.numeric.B_coefficient."
"1",2.91053312330397
"2",3.36710605675371
"3",3.60539566442039
"4",3.5942260551172
"5",3.39810867926973
"6",2.89404410714612
"7",2.86807250102371
"8",3.41822243059722
"9",3.61516986019497
"10",3.65038259057038
"11",3.32357649781037
"12",2.93021768765793
"13",2.9631792959946
"14",3.30616534045628
"15",3.57171590782067
"16",3.58786067537981
"17",3.362126598196
"18",2.93759885114181
"19",2.85506087085396
"20",3.39173472666301
"21",3.58077833026281
"22",3.59897558505421
"23",3.34368293652144
"24",2.9581513995768
"25",2.48775656228471
"26",3.34011136450348
"27",3.71430834845886
"28",3.76605929852441
"29",3.44415255017024
"30",3.08712978826275
"31",2.29682317954529
"32",3.38665777085764
"33",3.71370149415899
"34",3.79030982552862
"35",3.48646864438751
"36",3.03883055058026
"37",2.38851861981406
"38",3.33870265107418
"39",3.71334280026714
"40",3.76851237090821
"41",3.50152223367394
"42",3.03469951939663
"43",2.25278026260818
"44",3.41251835628234
"45",3.72672746203676
"46",3.75948434424973
"47",3.47935942166538
"48",3.04456166180112
"49",3.16394586816606
"50",3.52634088591512
"51",3.74255373565452
"52",3.6557039045493
"53",3.27461031148433
"54",2.59305955290722
"55",3.15445668216489
"56",3.50394500531913
"57",3.7511859414404
"58",3.62771949755517
"59",3.26937873739707
"60",2.57806892942643
"61",3.14245570578002
"62",3.492624633716
"63",3.75758258605639
"64",3.64388029166628
"65",3.40717559212867
"66",2.49987196742538
"67",3.12414336287098
"68",3.52321665916632
"69",3.75114638732752
"70",3.63933000491454
"71",3.32312275441834
"72",2.54379355612834
