"","as.numeric.B_coefficient."
"1",3.13798691144228
"2",3.87099536544092
"3",4.57283591391164
"4",4.11448039607393
"5",3.33165745642384
"6",2.76687801453851
"7",3.19240254295528
"8",3.83075334653601
"9",4.5598180094532
"10",4.13476308920772
"11",3.29033649337386
"12",2.78065602363138
"13",3.11753506123828
"14",3.91445813992044
"15",4.56512877314714
"16",4.13493957696445
"17",3.25713408776607
"18",2.7912251374431
"19",3.09773493521985
"20",3.87772922349944
"21",4.5492011402953
"22",4.13508022308193
"23",3.27167878453449
"24",2.83096980616054
"25",2.5464490089538
"26",4.03911393566571
"27",4.55408810293795
"28",4.24639899720434
"29",3.53876864309435
"30",2.85986394782061
"31",2.47257311381815
"32",4.09375069168583
"33",4.56925278202881
"34",4.23170617439247
"35",3.54454581284302
"36",2.87559616280339
"37",2.55951084445577
"38",4.08669800283923
"39",4.55509358033817
"40",4.26635009450579
"41",3.45645068600142
"42",2.94225787397631
"43",2.64495774742532
"44",3.95669934139788
"45",4.5935868098735
"46",4.24779800404147
"47",3.53533891460999
"48",2.86588403022919
"49",3.22618361277643
"50",4.14640930449469
"51",4.58831168804089
"52",4.17987108586331
"53",3.2123879033045
"54",2.50593082360686
"55",3.4186963817868
"56",3.99411139741713
"57",4.6207706311919
"58",4.17190158301533
"59",3.32468854253599
"60",2.455681772935
"61",3.34433853387885
"62",4.08070998545928
"63",4.60582387088841
"64",4.20246269972224
"65",3.20364864921702
"66",2.45385805742569
"67",3.12973261865822
"68",4.25084074772532
"69",4.58894120281534
"70",4.16956445999756
"71",3.31396501459068
"72",2.43133362758096
