"","as.numeric.B_coefficient2."
"1",2.89672230079535
"2",3.12752768772286
"3",3.0795304637168
"4",2.92694514584108
"5",2.92732974682458
"6",3.09862355650096
"7",2.90681971285899
"8",3.13626484433186
"9",3.05620322145117
"10",2.95268086940769
"11",2.91142973550519
"12",3.09222346974607
"13",2.91247873168818
"14",3.14740761184855
"15",3.07312540870058
"16",2.89636037487701
"17",2.9182089429188
"18",3.09837562385522
"19",2.91345238960177
"20",3.15641557947598
"21",3.06439656635937
"22",2.92445325674152
"23",2.89588571460327
"24",3.10293646431946
"25",2.55472957134811
"26",3.10870429910524
"27",3.20649314504756
"28",3.11366555853852
"29",3.14769955743969
"30",3.18993353378627
"31",2.5482000257376
"32",3.11106582144652
"33",3.19712991496314
"34",3.11404310891217
"35",3.16576799893395
"36",3.19567999177955
"37",2.55559991594965
"38",3.08815668756383
"39",3.20937201145604
"40",3.10925451307044
"41",3.15211228345092
"42",3.1911540729002
"43",2.55877650734995
"44",3.09334694521073
"45",3.20738765666412
"46",3.106878160029
"47",3.15084570973294
"48",3.18910240261671
"49",3.23087015322363
"50",3.32353348484173
"51",3.22155384522003
"52",3.0332696408696
"53",2.92308252522699
"54",2.74231110868193
"55",3.23467631865083
"56",3.33060149541845
"57",3.216770258064
"58",3.00281423877549
"59",2.88809999725154
"60",2.71745324178467
"61",3.23218829074919
"62",3.31362019054213
"63",3.21933595507516
"64",3.00487538452369
"65",2.91448109583448
"66",2.72683334579902
"67",3.23756580967445
"68",3.32467605425279
"69",3.21543922681404
"70",3.02641521616259
"71",2.89930671033909
"72",2.72858955826149
