"","as.numeric.B_coefficient."
"1",2.62102548770893
"2",3.15475261965027
"3",3.83888898575237
"4",3.6772416135056
"5",3.04494464166935
"6",2.7803821041553
"7",2.61928492626365
"8",3.17128917296565
"9",3.83468760974084
"10",3.67863392586735
"11",3.01050005849156
"12",2.8213724945289
"13",2.57906507375565
"14",3.22462421204287
"15",3.78095870920914
"16",3.74175912526767
"17",2.97025387719654
"18",2.87710746455566
"19",2.52285772203719
"20",3.268578878494
"21",3.74039613672962
"22",3.74218363916143
"23",3.05958195676965
"24",2.80086418196828
"25",1.98504276224169
"26",3.1894906060279
"27",3.94393028702696
"28",3.788018145173
"29",3.469347196919
"30",2.82561524190734
"31",1.94938875595971
"32",3.1227336650727
"33",3.96199580933019
"34",3.79785462639532
"35",3.42023566252614
"36",2.87288553876939
"37",2.07854305438811
"38",3.05036510687165
"39",3.98426358143436
"40",3.82202901590205
"41",3.43574841993627
"42",2.78346070058278
"43",2.04810495559899
"44",3.08706156176902
"45",3.9343120512491
"46",3.83305892276371
"47",3.45348057852195
"48",2.79902128336115
"49",2.84317354602069
"50",3.46679544105775
"51",3.91543891199902
"52",3.73841669844777
"53",2.9960896093087
"54",2.32195240926184
"55",2.90295331707305
"56",3.44438352400409
"57",3.94287817156066
"58",3.69664162007781
"59",3.02549933660388
"60",2.26720581968229
"61",2.83754873167014
"62",3.49038907941848
"63",3.88130495757484
"64",3.7484418230485
"65",3.07518544843281
"66",2.24930230490366
"67",2.81994847627696
"68",3.53039318101015
"69",3.89115568875992
"70",3.74911809133883
"71",3.07571985277549
"72",2.2928757045025
