"","as.numeric.B_coefficient2."
"1",2.8721263068739
"2",3.97543103152182
"3",4.88505339811479
"4",4.73099027470758
"5",3.89923233424324
"6",3.31913722271759
"7",2.85470083806384
"8",4.01501783902152
"9",4.86702158168229
"10",4.72665978435865
"11",3.90165246639355
"12",3.30685730726364
"13",2.86949102622128
"14",3.99486193446168
"15",4.87014837499948
"16",4.73115590359177
"17",3.90042954728923
"18",3.32178121632198
"19",2.86789418124194
"20",4.0067611016899
"21",4.86545617368632
"22",4.72235754938951
"23",3.9109451721925
"24",3.30704444839088
"25",2.48711757542591
"26",4.00410288789081
"27",4.93190751944012
"28",4.82920880446987
"29",4.15087414224651
"30",3.40902788397304
"31",2.51496917821013
"32",3.98893230294668
"33",4.93639835839219
"34",4.82676257052931
"35",4.17755110578115
"36",3.39576770985207
"37",2.51721675579512
"38",3.99277565244125
"39",4.94086185860835
"40",4.830540528481
"41",4.15899012747039
"42",3.3955262300617
"43",2.49836399858077
"44",3.9855106997589
"45",4.93642885775172
"46",4.83612089779152
"47",4.15860640308132
"48",3.40438489529467
"49",3.17419222296695
"50",4.2161675285466
"51",4.94918547297754
"52",4.76708689715885
"53",3.91477296086001
"54",2.95083583878097
"55",3.1812887870259
"56",4.19615910798898
"57",4.94758565747766
"58",4.75417973813127
"59",3.90201936150869
"60",2.95955041251295
"61",3.19330344172912
"62",4.2009522895426
"63",4.96031321347181
"64",4.74752278005788
"65",3.92753150291586
"66",2.9507994282354
"67",3.18938845925896
"68",4.20897995844486
"69",4.93059391828591
"70",4.75252305852592
"71",3.91875904230925
"72",2.94806213965298
