"","as.numeric.B_coefficient."
"1",3.21518559383671
"2",3.47491030456245
"3",3.53499602521519
"4",3.87566315008062
"5",3.51491710874169
"6",2.78121676913702
"7",3.19035819657959
"8",3.49747714920042
"9",3.61067439005947
"10",3.79519181470145
"11",3.4918238907523
"12",2.8125291583787
"13",3.16474068706096
"14",3.4780835853227
"15",3.62313993263787
"16",3.73759988859713
"17",3.50544174392103
"18",2.82478785060784
"19",3.25356541229289
"20",3.40549212965378
"21",3.57585218183207
"22",3.76116789733765
"23",3.46188781011676
"24",2.83668015072195
"25",2.85714743642455
"26",3.45273487979237
"27",3.70667982224127
"28",3.98250625206336
"29",3.67308672339693
"30",2.9356882773103
"31",2.78064915728585
"32",3.53644144594156
"33",3.7161517042313
"34",3.95204558938851
"35",3.67040214087508
"36",2.93593194489072
"37",2.79652938897514
"38",3.51142894675885
"39",3.68090674985472
"40",3.947864050545
"41",3.5974837026463
"42",2.98535878438042
"43",2.82989775827116
"44",3.49452141903873
"45",3.68544617683909
"46",3.99608307066046
"47",3.64006435222349
"48",2.89360582106283
"49",3.49968091447271
"50",3.64290729522236
"51",3.73051406061114
"52",3.85395230352841
"53",3.48055477609654
"54",2.45799842215109
"55",3.43768562187193
"56",3.6371344527976
"57",3.72196481930639
"58",3.83432864220457
"59",3.49952698552013
"60",2.4409696479212
"61",3.46500089413974
"62",3.65138749491225
"63",3.75223590451536
"64",3.79802320372662
"65",3.49781328243336
"66",2.51004568817146
"67",3.52826450452809
"68",3.58981357096693
"69",3.71732256391792
"70",3.89389668306321
"71",3.49096405916624
"72",2.36607760294326
