"","as.numeric.B_coefficient2."
"1",3.50676313648305
"2",4.56199154589594
"3",5.29899208546325
"4",5.1929783291182
"5",4.46430810501438
"6",3.9351979824158
"7",3.50964785645905
"8",4.53642321245937
"9",5.30757054650904
"10",5.20262218840034
"11",4.45398531725504
"12",3.91873871399978
"13",3.50092859140682
"14",4.5305061846095
"15",5.30596291190669
"16",5.19379456322152
"17",4.47927222652982
"18",3.91642407293657
"19",3.50950071584643
"20",4.53656120559673
"21",5.30559937020394
"22",5.17942706667061
"23",4.47767898610134
"24",3.91970808778192
"25",3.20707447283276
"26",4.56369100593515
"27",5.34430040364249
"28",5.26918580790525
"29",4.65244336695339
"30",4.01955678186291
"31",3.20963133078839
"32",4.56244981041976
"33",5.34908863290534
"34",5.25996650391006
"35",4.64779114302479
"36",4.01498452471757
"37",3.24171970368648
"38",4.53611204980398
"39",5.35671160408223
"40",5.26144804176902
"41",4.65046961569146
"42",4.01521559109011
"43",3.22416371867283
"44",4.56121968605587
"45",5.34681158219915
"46",5.2650050633272
"47",4.6689083504244
"48",4.00710606892131
"49",3.80305431391989
"50",4.70181674783825
"51",5.35930874498874
"52",5.20541203620537
"53",4.48802722545978
"54",3.64668358915658
"55",3.80052130639128
"56",4.6938698347184
"57",5.35531761742177
"58",5.20214966643646
"59",4.47383830289737
"60",3.63724882452759
"61",3.80082211806793
"62",4.68287719348973
"63",5.36056378922395
"64",5.20129782035083
"65",4.48049862701637
"66",3.64130780703526
"67",3.79957774778807
"68",4.70012413777517
"69",5.36253605920461
"70",5.19996628692192
"71",4.49171012156033
"72",3.65790521379627
