"","as.numeric.B_coefficient2."
"1",3.40687739923604
"2",4.5112213656218
"3",5.33186727861259
"4",5.24466131719264
"5",4.51351605338997
"6",3.87098281955946
"7",3.40797582470409
"8",4.50165712924121
"9",5.3420700294458
"10",5.24389921488446
"11",4.49822992438503
"12",3.87705653413336
"13",3.39328890809445
"14",4.51838189817054
"15",5.32430026261634
"16",5.24955318265776
"17",4.50597707719654
"18",3.87459054026447
"19",3.38921862466675
"20",4.51608555546972
"21",5.32127898565746
"22",5.25428803876273
"23",4.4956465295769
"24",3.87124623724894
"25",3.16075943067528
"26",4.51045577689155
"27",5.37365415987086
"28",5.30514987397616
"29",4.6789035141706
"30",3.93691104545395
"31",3.14375040297417
"32",4.51806593004594
"33",5.36677144579948
"34",5.31766264998444
"35",4.66408541946581
"36",3.94357537486908
"37",3.14574923384056
"38",4.52426307327138
"39",5.36189944059106
"40",5.31623748560331
"41",4.66185544442779
"42",3.94390822406818
"43",3.16349066172908
"44",4.48471208503855
"45",5.38906397075146
"46",5.29017615777489
"47",4.67779237383954
"48",3.94649722153987
"49",3.64268251036593
"50",4.65803797796137
"51",5.37257151877793
"52",5.25875923830458
"53",4.53241890622906
"54",3.63203722950592
"55",3.64518366525154
"56",4.64889931663844
"57",5.38598379979805
"58",5.25139193987849
"59",4.51829616171454
"60",3.62901263984152
"61",3.65317154603891
"62",4.63090175318876
"63",5.40458985121898
"64",5.24744320318782
"65",4.52218003349312
"66",3.62998178936472
"67",3.64596677838524
"68",4.64601426615927
"69",5.37930242639326
"70",5.25169895243051
"71",4.5343269196129
"72",3.62847808676255
