"","as.numeric.B_coefficient2."
"1",2.95240581193357
"2",3.5323686144121
"3",3.96701471139395
"4",3.84246872690936
"5",3.30868375002815
"6",3.18287522833141
"7",2.96037171380317
"8",3.54627260229236
"9",3.98081974071836
"10",3.80545518763781
"11",3.32505047158423
"12",3.18381055713687
"13",2.95382867922232
"14",3.54237887019377
"15",3.97420691302092
"16",3.81694693708582
"17",3.3449758946205
"18",3.16603067664503
"19",2.9625872138143
"20",3.54224162002563
"21",3.99018954641863
"22",3.82216695919863
"23",3.32680737672273
"24",3.18039419915617
"25",2.58365342229506
"26",3.51041360682262
"27",4.06791980462575
"28",3.93411022569017
"29",3.58741469345225
"30",3.28395363088226
"31",2.58051867475979
"32",3.5477274839268
"33",4.04534457140263
"34",3.96545243004286
"35",3.58041735221566
"36",3.27848041933277
"37",2.57345511074106
"38",3.50906055136004
"39",4.05651745267695
"40",3.95670237796737
"41",3.57891855820662
"42",3.28618438925799
"43",2.58479646337897
"44",3.52164024133642
"45",4.07503809013798
"46",3.93756292440348
"47",3.59463204224624
"48",3.28524386777274
"49",3.30169438423784
"50",3.73290673092671
"51",4.09181959136152
"52",3.86412507177934
"53",3.34935991422177
"54",2.79548266096747
"55",3.29313338475847
"56",3.75027327041638
"57",4.07543205538948
"58",3.85021646242009
"59",3.33384725637268
"60",2.80061034043861
"61",3.2878375053933
"62",3.75956042306483
"63",4.07872938377518
"64",3.86353813484998
"65",3.32123093836672
"66",2.81616383157369
"67",3.29639763495569
"68",3.7601425848291
"69",4.08036140245098
"70",3.86616614396139
"71",3.3342085729423
"72",2.81257859461376
