id,read.number,Numeric.Animal.ID,Capture.Week,Capture.Number,age.month.corrected,age.years,Sex,Average.BCS,Season,percent.cells.infected,Tvelifera.sc,TveliferaB,TveliferaUD,Tmutans1,Tmutans2,Tmutans3,TmutansMSD,Tmutans.sc,TmutansUD,TspBg,TspBf,Tparva
112c8,86346,112,6/2/14,8,21,1.68457148,F,2.4375,dry,0.040710561,0.163945,0.2051979,0,0.0274709,0.0163181,0.1072777,0.0624465,0.0407778,0,0.295289,0,0.0812777
112c9,28154,112,8/4/15,9,23,1.85717422,F,2.25,dry,0.292645241,0.127833,0.1243518,0,0.0638275,0.0355189,0.2221709,0,0.0319315,0,0.291504,0,0.1028629
112c10,41964,112,10/5/15,10,25,2.029776959,F,2.25,dry,0.019140058,0.229196,0.1809651,0,0.120675,0.0533553,0.204366,0,0.0194452,0,0.142908,0,0.0490897
112c11,81001,112,12/1/15,11,27,2.183201617,F,2.75,wet,0.039540466,0.0677276,0.1102209,0,0.180084,0.1144924,0.212985,0,0,0,0.204862,0,0.109628
113c3,41142,113,6/6/14,3,6,0.49,F,2.5,dry,0.054218049,0.429026,0.365927,0,0.0163337,0.0145107,0,0.0637791,0.0794565,0,0.0309659,0,0
113c4,44418,113,8/13/14,4,8,0.57,F,3,dry,0.093995098,0.304471,0.354653,0,0,0.0206898,0,0,0.0324868,0,0.262033,0,0.0256653
113c5,53825,113,10/14/14,5,10,0.74,F,1.5,dry,0.092305777,0.21857873,0.27856944,0,0.1010497,0.04726428,0.09863446,0,0.05389689,0,0.16990246,0,0.03210404
113c6,43259,113,12/6/15,6,12,0.88,F,1,wet,0.865375587,0.2329,0.2633212,0,0.10733,0.0208049,0.1368039,0,0.0370328,0,0.175709,0,0.0260986
115c1,8377,115,2/25/14,1,1,0.003,F,3.5,wet,0.001161504,0,0,0,0,0,0,0,0.953921,0,0,0,0.0460785
115c3,63006,115,6/6/14,3,4,0.34,F,2.75,dry,0.024381868,0.235819,0.370378,0,0,0,0,0.1492398,0.244564,0,0,0,0
115c4,68044,115,8/13/14,4,6,0.46,F,2.75,dry,0.088961486,0.192317,0.50654,0,0,0,0,0.2025892,0.0985539,0,0,0,0
115c5,82595,115,10/14/14,5,8,0.63,F,1.25,dry,0.06102707,0.290502,0.4215993,0,0.020655,0.0151946,0,0.1170773,0.117767,0.0172044,0,0,0
115c6,75878,115,12/6/15,6,10,0.77,F,1.25,wet,0.35109375,0.326326,0.427923,0,0.0436095,0,0.0487756,0.0450592,0.0903556,0.0179499,0,0,0
115c7,63190,115,2/23/15,7,13,1,F,3.25,wet,0.465258488,0.164694,0.184839,0,0.159661,0,0.088226,0,0.0498971,0,0,0,0.3526821
115c8,53940,115,6/2/14,8,16,1.263013699,F,3,dry,0.046784818,0.136429,0.218502,0,0.128458,0.0282722,0.1249722,0.0407489,0.0628847,0,0.193789,0,0.0659436
115c9,60576,115,8/4/15,9,18,1.435616438,F,2,dry,0.627274408,0.0798831,0.1261391,0,0.147699,0.0425911,0.1422016,0,0.0267928,0,0.4067285,0,0.0279649
115c10,55863,115,10/5/15,10,20,1.608219178,F,2.75,dry,0.02473565,0.211893,0.2344125,0,0.158799,0.03505,0.1032168,0,0.028194,0,0.173335,0,0.0550991
115c11,55640,115,12/1/15,11,22,1.761643836,F,3,wet,0.045362069,0.0533789,0.1198778,0,0.213929,0.0428469,0.1298706,0,0.0183861,0,0.3663192,0,0.0553918
116c3,48511,116,6/6/14,3,3,0.29,F,2.5,dry,NA,0.20449,0.4247284,0,0,0,0,0.1475336,0.163118,0,0.142829579,0,0.06146994
116c4,62193,116,8/13/14,4,5,0.42,F,3,dry,NA,0.166224495,0.436930201,0,0,0,0,0.067001109,0.125544675,0,0.260693,0,0.0874417
116c5,68011,116,10/14/14,5,7,0.59,F,1.5,dry,NA,0.147682,0.3157722,0,0,0,0,0.0594609,0.12895,0,0.173833,0,0.026735
116c6,54236,116,12/6/15,6,9,0.73,F,1,wet,NA,0.145733,0.2485255,0,0.0180692,0,0,0.2530242,0.134081,0,0.0789197,0,0.1315624
117c3,106020,117,6/6/14,3,5,0.39,M,2.75,dry,0.017571721,0.0892756,0.645303,0,0,0.0183173,0,0.0632616,0.183843,0,0,0,0
117c4,50514,117,8/13/14,4,7,0.52,M,2,dry,0.042783958,0.187691,0.551273,0,0,0,0,0.0840361,0.132933,0,0.044067,0,0
117c5,35843,117,10/14/14,5,9,0.69,M,1.75,dry,0.041118421,0.0974528,0.401724,0,0,0.0127779,0,0.1283375,0.128114,0,0.231593,0,0
117c6,41106,117,12/6/15,6,11,0.83,M,1.75,wet,0.098692931,0.143458,0.2243711,0,0,0.0125043,0,0.0770933,0.0906194,0,0.451953,0,0
117c7,12327,117,2/23/15,7,14,1.06,M,2.75,wet,0.185718954,0.158108,0.2464508,0,0.0421838,0,0,0,0,0,0.186663,0,0.3665939
117c8,64466,117,6/2/14,8,17,1.323287671,M,3.25,dry,0.014339827,0.213958,0.278457,0,0.0985481,0.0172339,0.0172959,0.0370738,0.108212,0,0.113393,0,0.1158285
117c9,41069,117,8/4/15,9,19,1.495890411,M,2,dry,0.421205114,0.159853,0.2425432,0,0.13302,0.0324089,0.0743139,0.0165819,0.0649151,0,0.201222,0,0.0751418
117c10,62118,117,10/5/15,10,21,1.668493151,M,3,dry,0.005419304,0.230304,0.1387199,0,0.121478,0.0212821,0.0665829,0.0175472,0.0639267,0,0.249332,0,0.0908271
117c11,86981,117,12/1/15,11,23,1.821917808,M,3.25,wet,0.034339705,0.0608524,0.1171749,0,0.180396,0.0432968,0.1970085,0,0.0150493,0,0.251572,0,0.1346497
118c3,41078,118,6/6/14,3,3,0.29,F,2.5,dry,NA,0.192074,0.4068117,0,0,0.0215687,0,0.1588685,0.220678,0,0,0,0
118c4,46996,118,8/13/14,4,5,0.42,F,3,dry,NA,0.249362,0.4868928,0,0,0,0,0.1216061,0.14214,0,0.0299314,0,0.0301993
119c4,54568,119,8/13/14,4,5,0.42,M,2.75,dry,0.035180055,0.264496,0.579167,0,0,0,0,0.0756488,0.0806883,0,0,0,0
119c5,68074,119,10/14/14,5,7,0.59,M,1.5,dry,0.018228346,0.200341,0.457017,0,0.0803684,0,0,0.1260833,0.13619,0,0,0,0
119c6,86096,119,12/6/15,6,9,0.73,M,2,wet,0.078669725,0.122619,0.606033,0,0.0421855,0.0140308,0,0.0967292,0.101712,0.0166907,0,0,0
119c7,90734,119,2/23/15,7,12,0.96,M,2.75,wet,0.369924133,0.284877,0.4829941,0,0.0439637,0.0139308,0,0.105429,0.044658,0,0,0,0.0241475
119c8,66603,119,6/2/14,8,15,1.224657534,M,3.25,dry,0.028536822,0.225786,0.3452544,0,0.124874,0.0325511,0.062865,0.0796511,0.0806871,0,0.0236476,0,0.0246836
119c9,47575,119,8/4/15,9,17,1.397260274,M,2.25,dry,1.150992991,0.206054,0.2740727,0,0.135491,0.0349974,0.0493117,0.044246,0.0764057,0,0.1268523,0,0.0525696
119c10,94067,119,10/5/15,10,19,1.569863014,M,3.25,dry,0.013620797,0.254925,0.2455695,0,0.117023,0.0337951,0.0685788,0,0.0684299,0,0.104702,0,0.106977
119c11,54352,119,12/1/15,11,21,1.723287671,M,3.75,wet,0.079209329,0.144742,0.1955588,0,0.141835,0.0348837,0.1043568,0,0.0170739,0,0.2258978,0,0.1356524
120c6,56842,120,12/6/15,6,1,0.08,M,1.75,wet,0.100764925,0.0146371,0.961314,0,0,0,0,0,0.0240491,0,0,0,0
120c7,59898,120,2/23/15,7,4,0.31,F,3.5,wet,0.186154084,0.088851,0.747988,0,0,0.0589001,0,0.0426391,0.0616214,0,0,0,0
120c8,58140,120,6/2/14,8,7,0.575342466,F,3.75,dry,0.032747046,0.244479,0.635139,0,0,0,0,0.041916,0.0784658,0,0,0,0
120c9,57290,120,8/4/15,9,9,0.747945205,F,3,dry,0.21468712,0.223337,0.38827,0,0,0,0,0.215151,0.173241,0,0,0,0
120c10,65769,120,10/5/15,10,11,0.920547945,F,2.5,dry,0.005139373,0.428637,0.3740214,0,0,0,0,0.0504645,0.074564,0,0.0264866,0.0318539,0.0139731
120c11,33167,120,12/1/15,11,13,1.073972603,F,3.75,wet,0.02751857,0.25046,0.3730217,0,0,0.0164018,0,0,0.050502,0,0.0739591,0.199204,0.0364519
121c7,58076,121,2/23/15,7,2,0.13,M,3.25,wet,0.101332659,0,1,0,0,0,0,0,0,0,0,0,0
121c8,114881,121,6/2/14,8,5,0.378082192,M,3.5,dry,0.009238179,0.200251,0.568971,0,0,0.105927,0,0.0132485,0.0705077,0,0,0,0.0410947
121c9,39641,121,8/4/15,9,7,0.550684932,M,2.75,dry,0.732244745,0.08980601,0.34080876,0,0,0,0,0.25854544,0.31083979,0,0,0,0
121c10,71611,121,10/5/15,10,9,0.723287671,M,2.75,dry,0.006627057,0.260239,0.2853477,0,0.0245912,0,0.0682437,0.1485386,0.155758,0,0.0373825,0,0.0198992
121c11,40684,121,12/1/15,11,11,0.876712329,M,3.25,wet,0.21236066,0.240439,0.1832908,0,0.0916822,0,0.1672647,0.0375086,0.116065,0,0.108962,0,0.0547881
122c7,67356,122,2/23/15,7,2,0.13,F,3.25,wet,0.260430801,0.104564,0.679717,0,0,0,0,0,0.0444207,0,0.171299,0,0
122c8,158006,122,6/2/14,8,5,0.378082192,F,3.75,dry,0.030797697,0.141052,0.2228518,0,0,0,0,0.1027745,0.0688835,0,0.152874,0,0.3115639
122c9,77111,122,8/4/15,9,7,0.550684932,F,2.5,dry,0.702979452,0.107028,0.261662,0,0.0409021,0,0,0.0921658,0.0858243,0,0.120761,0,0.2916571
122c10,68458,122,10/5/15,10,9,0.723287671,F,2.5,dry,0.015253906,0.121783,0.288805,0,0.0485991,0,0,0,0.0411201,0,0.275643,0,0.2240495
122c11,33451,122,12/1/15,11,11,0.876712329,F,3,wet,0.02132964,0.100565,0.1231652,0,0.13877,0,0.0805357,0,0.035126,0,0.3079135,0,0.2139251
123c8,45310,123,6/2/14,8,4,0.293150685,M,3.75,dry,0.029786451,0.0137497,0.5919,0,0,0,0,0.0644229,0.26045,0,0.0368572,0,0.0326197
123c9,57138,123,8/4/15,9,6,0.465753425,M,2.75,dry,0.492796006,0.0440512,0.480328,0,0,0,0,0.1973463,0.197504,0,0.0666107,0,0.0141587
123c10,57186,123,10/5/15,10,8,0.638356164,M,2.75,dry,0.015810105,0.135593,0.357115,0,0.0179764,0,0,0.0538594,0.0659777,0,0.335816,0,0.0336621
123c11,60031,123,12/1/15,11,10,0.791780822,M,3.25,wet,0.034032663,0.217821,0.2076422,0,0.0195899,0,0,0,0.0320668,0,0.487348,0,0.0355316
135c8,40661,135,6/2/14,8,5,0.419406393,F,3.25,dry,0.033822537,0.0370625,0.5674237,0,0,0,0,0.1340842,0.234795,0,0,0,0.0266349
135c9,45083,135,8/4/15,9,7,0.592009132,F,2.75,dry,0.238603337,0.144068,0.4586873,0,0,0,0,0.1312468,0.234545,0,0,0,0.0314531
135c10,62603,135,10/5/15,10,9,0.764611872,F,3.5,dry,0.007458203,0.23288,0.5075957,0,0,0,0,0.0276984,0.0774244,0,0,0,0.1544017
135c11,43472,135,12/1/15,11,11,0.91803653,F,4,wet,0.049963343,0.261985,0.2795364,0,0.0197138,0,0,0,0.0675607,0,0.1446219,0,0.2265826
136c8,30988,136,6/2/14,8,3,0.252739726,M,3,dry,0.123558394,0.0495353,0.844811,0,0,0,0,0,0.105654,0,0,0,0
136c9,45657,136,8/4/15,9,5,0.425342466,M,2.25,dry,0.161939197,0.0347811,0.2144035,0,0,0,0,0.4591186,0.291697,0,0,0,0
136c10,76860,136,10/5/15,10,7,0.597945205,M,3,dry,0.006270903,0.0284673,0.2266195,0,0,0,0,0.4616965,0.283216,0,0,0,0
136c11,58477,136,12/1/15,11,9,0.751369863,M,2.5,wet,0.038242857,0.157703,0.4152227,0,0.0237871,0,0,0.2230622,0.180225,0,0,0,0
139c8,45086,139,6/2/14,8,3,0.25479452,F,2.75,dry,0.046323529,0.0184314,0.67868,0,0,0,0,0.0448254,0.145544,0,0.0526771,0,0.0598412
139c9,64185,139,8/4/15,9,5,0.592009132,F,3,dry,0.362412689,0.0964088,0.550612,0,0,0,0,0.0932773,0.112472,0,0.0654514,0,0.0817792
139c10,75779,139,10/5/15,10,7,0.764611872,F,2.75,dry,0.016861899,0.142124,0.1927838,0,0.0384539,0,0,0.0354056,0.0962932,0,0.230644,0.204991,0.059304
139c11,56432,139,12/1/15,11,9,0.91803653,F,3.5,wet,0.028897849,0.07657,0.2115463,0,0.0572547,0,0,0.0197937,0.0548979,0,0.290332,0.0459845,0.243621
